name,bio,Duplicate,Remove End,Remove Front,bio_cleaned,Check,Last_Name,Name_in_Bio
"de Vries, Glen",,,,,"Glen de Vries co-founded Medidata Solutions in 1999, a software company widely used in clinical trials. He is now vice-chair of life science and health care at Dassault Syst�mes. De Vries is also a trustee of Carnegie Mellon University, an author, and a private pilot.",,de Vries,FOUND
"Boshuizen, Chris",,,,,"Dr. Chris Boshuizen, who is from Australia, co-founded Planet Labs, now known as Planet, in 2010 and served as the San Francisco-based company�s chief technology officer for five years. Planet builds small spacecraft and operates a fleet of more than 100 Earth-imaging satellites to collect daily remote sensing imagery. Before co-founding Planet, Dr. Boshuizen was a space mission architect at NASA�s Ames Research Center, where he helped pioneer NASA�s CubeSat program. He is currently a partner at DCVC, a Silicon Valley venture capital firm.",,Boshuizen,FOUND
"Shatner, William",,,,,"William Shatner OC is a Canadian actor, author, producer, director, screenwriter, and singer. In his seven decades of acting, he became a cultural icon for his portrayal of Captain James T. Kirk of the USS Enterprise in the Star Trek franchise.",,Shatner,FOUND
"Shipenko, Klim",,,,,"Klim Alekseevich Shipenko is a Russian film director, screenwriter, actor and producer.",,Shipenko,FOUND
"Peresild, Yulia",,,,,Yulia Sergeevna Peresild born 5 September 1984) is a Russian stage and film actress.,,Peresild,FOUND
"Sembroski, Christopher",,,,,"Christopher Sembroski is an American data engineer, Air Force veteran, and commercial astronaut. He is a Lockheed Martin employee and private astronaut for the Inspiration4 mission.",,Sembroski,FOUND
"Arceneaux, Hayley",,,,,"Hayley Arceneaux is a St. Jude Children's Research Hospital employee, bone cancer survivor and private astronaut who is now a physician assistant; she joined billionaire Jared Isaacman on SpaceX's first private spaceflight Inspiration4.",,Arceneaux,FOUND
" Proctor, Sian",,,,,"Sian Proctor is an American geology professor, science communicator, and commercial astronaut.",, Proctor,FOUND
"Isaacman, Jared",,,,,"Jared Isaacman is an American billionaire businessman and pilot. He is the founder and CEO of Shift4 Payments, a payment processor.",,Isaacman,FOUND
"Daemen, Oliver",,,,,"Daemen is 18 years old and will become the youngest person to reach space on this flight. He is enrolled to study physics and innovation management. His seat was bought by his father, a hedge fund manager.",,Daemen,FOUND
"Bezos, Mark",,,,,"Mark is a private equity firm owner, volunteer firefighter, and younger brother of Jeff Bezos.",,Bezos,FOUND
"Bezos, Jeff",,,,,Bezos is the founder of Blue Origin and founder and executive chairman of Amazon.,,Bezos,FOUND
"Funk, Wally",,,,,"Funk was the first female FAA inspector and first female NTSB air safety investigator. She was the youngest graduate of the Woman in Space Program, a 1960s NASA initiative to test women as astronauts. She was the youngest graduate of the program and will now become the oldest person to fly to space.",,Funk,FOUND
"Branson, Richard",,,,,"Richard Branson is founder of Virgin Galactic. He will fly on this mission to evaluate the private civilian astronaut experience and will undergo the same training, preparation and flight as Virgin Galactic�s future astronauts. His feedback will be used to improve the overall the experience for all future astronaut customers.",,Branson,FOUND
"Bandla, Sirisha",,,,,"Bandla will evaluate the human-tended research experience, using an experiment from the University of Florida that requires several handheld fixation tubes that will be activated at various points in the flight. She is the Vice President of Government Affairs and Research Operations at Virgin Galactic.",,Bandla,FOUND
"Bennett, Colin",,,,,"Colin Bennett is Lead Operations Engineer at Virgin Galactic. Bennett will evaluate cabin equipment, procedures, and experience during both the boost phase and in the weightless environment.",,Bennett,FOUND
"Hong, Tang",,,,,Tang Hongbo is a Chinese pilot selected as part of the Shenzhou program.,,Hong,FOUND
"Dubrov, Pyotr",,,,,"Pyotr Dubrov, born January 30th, 1978, is a Russian engineer and cosmonaut selected by Roscosmos in 2012.",,Dubrov,FOUND
"Glover, Victor",,,,,"Glover is a rookie NASA astronaut who will serve as Pilot on this mission. A Commander in the U.S. Navy, he was selected as an astronaut in 2013 and holds three Master of Science Degrees in Flight Test Engineering, Systems Engineering, and Military Operational Art and Science. He will be the first black astronaut to fly on a U.S. spacecraft since Alvin Drew on Shuttle Discovery (STS-133) in February 2011 and the first black pilot of a U.S. space mission since Charlie Bolden on Shuttle Discovery (STS-31) in April 1990.",,Glover,FOUND
"Kud-Sverchkov, Sergey",,,,,"Born at Baikonur, Kud-Sverchkov made his first trip to space on Soyuz MS-17, making him the first person to launch to space from his home town. He is scheduled to perform two spacewalks on the Russian side of the Station during the Experidition 64 mission on the ISS. One spacewalk will prepare the Pirs Docking Compartment for removal from the Station to make room for Russia's new Nauka science laboratory next year.",,Kud-Sverchkov,FOUND
"Vagner, Ivan",,,,,"Ivan Viktorovitch Vagner is a Russian engineer and cosmonaut who was selected in October 2010. He graduated from the Baltic State Technical University in 2008, before working as an engineer for RKK Energia. He made his first spaceflight beginning in April 2020 as a Flight Engineer on Soyuz MS-16 and Expedition 62/63.",,Vagner,FOUND
"Al Mansouri, Hazza",,,,,"Hazza Al Mansouri is an astronaut and the first person from the United Arab Emirates in space. On September 25, 2019 he launched aboard the Soyuz MS-15 spacecraft to the International Space Station. He landed safely in Kazakhstan after eight days, on October 3, 2019 aboard Soyuz MS-12. Al Mansouri stated that he proudly returned with Zayed' ambition achieved.",,Al Mansouri,FOUND
"Meir, Jessica",,,,,"Jessica Ulrika Meir is a NASA astronaut, marine biologist, and  physiologist. She was previously Assistant Professor of Anesthesia at Harvard Medical School, Massachusetts General Hospital, Boston, following postdoctoral research in comparative physiology at the University of British Columbia. She has studied the diving physiology and behavior of emperor penguins in Antarctica, and the physiology of bar-headed geese, which are able to migrate over the Himalayas. In September 2002, Meir served as an aquanaut on the NASA Extreme Environment Mission Operations 4 crew. In 2013 she was selected by NASA to Astronaut Group 21. Meir launched on September 25, 2019, to the ISS onboard Soyuz MS-15, where she served as a flight Engineer during Expedition 61 and 62. On October 18, 2019, Meir and Christina Koch were the first women to participate in an all-female spacewalk. The Soyuz capsule carrying Jessica Meir and fellow astronauts Andrew Morgan and Oleg Skripochka touched down on Friday April 17, 2020 near the town of Dzhezkazgan, Kazakhstan, at 11.16am local time.",,Meir,FOUND
"Morgan, Andrew",,,,,"Andrew Richard ""Drew"" Morgan is a NASA astronaut from the class of 2013.",,Morgan,FOUND
"Koch, Christina",,,,,"Christina Hammock Koch is an American engineer and NASA astronaut of the class of 2013. She received Bachelor of Science degrees in Electrical Engineering and Physics, and a Master of Science in Electrical Engineering from North Carolina State University. She also did advanced study while working for the Goddard Space Flight Center.  Just before becoming an astronaut, she served with the National Oceanic and Atmospheric Administration, as Station Chief for American Samoa. On March 14, 2019, Koch launched to the International Space Station as a Flight Engineer on Expedition 59, 60 and 61. On October 18, 2019, she and Jessica Meir were the first women to participate in an all-female spacewalk. On December 28, 2019, Koch broke the record for longest continuous time in space by a woman. She returned from space on February 6, 2020.",,Koch,FOUND
"Moses, Beth",,,,,"Beth Moses is Chief Astronaut Instructor and Interiors Program Manager for Virgin Galactic's SpaceShipTwo program, and is a commercial astronaut. She was the first woman to make a spaceflight on a commercially launched vehicle,",,Moses,FOUND
"Masucci, Mike",,,,,"Masucci crossed the NASA Space Line (80 km), which is the minimum altitude at which NASA considers a person to have flown in outer space.",,Masucci,FOUND
"Mackay, David",,,,,"Astronaut David William Donald Mackay is the British Chief Pilot of Virgin Galactic, and a former RAF test pilot. He is the first native-born Scot to visit space.",,Mackay,FOUND
"Stucky, Mark",,,,,"Mark P. ""Forger"" Stucky is an American test pilot and commercial astronaut.  In these roles, he is an employee of Virgin Galactic, a private spaceflight company which is developing sub-orbital space tourism flights.",,Stucky,FOUND
"McClain, Anne",,,,,"Anne Charlotte McClain is a lieutenant colonel in the U.S. Army, engineer and a NASA astronaut. Her call sign, ""Annimal"", dates back to her bruising rugby days; she also uses the call sign in her Twitter handle, @AstroAnnimal. She was the Flight Engineer for Expedition 58/59 to the International Space Station.",,McClain,FOUND
"Saint-Jacques, David",,,,,"David Saint-Jacques is a Canadian astronaut with the Canadian Space Agency. He is also an astrophysicist, engineer, and a physician.",,Saint-Jacques,FOUND
"Hague, Tyler",,,,,"Tyler Nicklaus Hague is an American flight test engineer and a NASA astronaut of the class of 2013. Selected to be a flight engineer on the International Space Station, his first launch was on Soyuz MS-10, which aborted shortly after take-off on 11 October 2018. His second launch, on 14 March 2019, was successful, taking him and his fellow Soyuz MS-12 crew members to join ISS Expedition 59/60.",,Hague,FOUND
"Auñón-Chancellor, Serena",,,,,"Serena Maria Auñón-Chancellor is an American physician, engineer, and NASA astronaut.",,Auñón-Chancellor,FOUND
"Prokopyev, Sergey",,,,,Sergei Valeriyevich Prokopyev is a Russian cosmonaut. On 6 June 2018 he launched on his first flight into space aboard Soyuz MS-09 as a flight engineer on Expedition 56/57.,,Prokopyev,FOUND
"Kanai, Norishige",,,,,"Norishige Kanai, M.D. is a Japanese doctor and JAXA astronaut.He is a lieutenant and Diving Medical Officer in the Japan Maritime Self-Defense Force. He served as a crew member on board the International Space Station for Expedition 54/55, and returned to Earth on June 3 2018.",,Kanai,FOUND
"Tingle, Scott",,,,,"Scott David Tingle is a NASA astronaut. He was selected in June 2009 as a member of the NASA Astronaut Group 20, qualifying in 2011. Serving as a flight engineer as part of Expedition 54 and 55, Tingle launched into space on board Soyuz MS-07 in December 2017, and returned in June 2018. Tingle is a highly decorated naval pilot, having flown 51 types of aircraft over more than 4,500 flight hours, landed 750 aircraft with carrier arrestments, and fought in 54 combat missions.",,Tingle,FOUND
"Vande Hei, Mark",,,,,Mark Thomas Vande Hei is a retired United States Army officer and NASA astronaut who served as a flight Engineer for Expedition 53 and 54 on the International Space Station.,,Vande Hei,FOUND
"Fischer, Jack",,,,,"Jack David Fischer is an American engineer, test pilot and a former NASA astronaut. Fischer was selected in June 2009 as a member of the NASA Astronaut Group 20 and qualified as an astronaut in 2011. He made his first spaceflight in April 2017, as a flight engineer for Expedition 51/52 on the International Space Station.",,Fischer,FOUND
"Pesquet, Thomas",,,,,"Thomas Gautier Pesquet is a French aerospace engineer, pilot, and European Space Agency astronaut. Pesquet was selected by ESA as a candidate in May 2009, and he successfully completed his basic training in November 2010. From November 2016 to June 2017, Pesquet was part of Expedition 50 and Expedition 51 as a flight engineer. Pesquet will return to space in late 2021 on board a US Commercial Crew Vehicle for a second six-month stay on the ISS.",,Pesquet,FOUND
"Ryzhikov, Sergey",,,,,"Sergey Nikolayevich Ryzhikov, lieutenant colonel of Russian Air Force, is a Russian cosmonaut, selected in 2006.",,Ryzhikov,FOUND
"Dong, Chen",,,,,"Chen Dong is a Chinese pilot and astronaut selected as part of the Shenzhou program. A fighter pilot in the People's Liberation Army Air Force, he was selected to be a CNSA astronaut in 2010.",,Dong,FOUND
"Rubins, Kathleen",,,,,"Kathleen Hallisey ""Kate"" Rubins is a NASA astronaut. She became the 60th woman to fly in space when she launched on a Soyuz spacecraft to the International Space Station on July 6, 2016. She returned to Earth on October 30, 2016 aboard a Soyuz. She was a crew member of Expedition 48 and Expedition 49 of the International Space Station.",,Rubins,FOUND
"Onishi, Takuya",,,,,Takuya Onishi is a Japanese astronaut selected for the Japan Aerospace Exploration Agency in 2009. He spent four months on board the International Space Station in 2016.,,Onishi,FOUND
"Ovchinin, Aleksey",,,,,"Aleksey Nikolayevich Ovchinin born 28 September 1971 in Rybinsk, Yaroslavl Oblast, Russian SFSR is a Russian Air Force Major and cosmonaut, who was selected in 2006. Ovchinin made his first spaceflight in 2016, and was assigned as Commander of Soyuz MS-10 in 2018.",,Ovchinin,FOUND
"Peake, Timothy",,,,,"Major Timothy Nigel Peake is a British Army Air Corps officer, European Space Agency astronaut and a former International Space Station crew member.",,Peake,FOUND
"Aimbetov, Aidyn",,,,,Aidyn Akanuly Aimbetov is a Kazakh cosmonaut.,,Aimbetov,FOUND
"Mogensen, Andreas",,,,,Andreas Enevold Mogensen is a Danish engineer and astronaut. He was the first Dane to fly in space as part of the iriss program.,,Mogensen,FOUND
"Lindgren, Kjell",,,,,Kjell Norwood Lindgren is a current NASA astronaut. Lindgren was selected in June 2009 as a member of the NASA Astronaut Group 20. He launched to the International Space Station as part of Expedition 44/45 on 22 July 2015.,,Lindgren,FOUND
"Yui, Kimiya",,,,,Kimiya Yui is a Japanese astronaut from the Japan Aerospace Exploration Agency. He was selected for the agency in 2009.,,Yui,FOUND
"Cristoforetti, Samantha",,,,,"Captain Samantha Cristoforetti is an Italian European Space Agency astronaut, former Italian Air Force pilot and engineer. She holds the record for the longest uninterrupted spaceflight by a European astronaut, and until June 2017 held the record for the longest single space flight by a woman until this was broken by Peggy Whitson and later by Christina Koch. She is also the first Italian woman in space.",,Cristoforetti,FOUND
"Serova, Yelena",,,,,Yelena Olegovna Serova is a Russian politician and former cosmonaut. She serves as a Deputy in the State Duma of Russian Federation.,,Serova,FOUND
"Gerst, Alexander",,,,,"Alexander Gerst is a German European Space Agency astronaut and geophysicist, who was selected in 2009 to take part in space training. He was part of the International Space Station Expedition 40 and 41 from May to November 2014. Gerst returned to space on June 6, 2018, as part of Expedition 56/57. He was the Commander of the International Space Station. He returned to Earth on December 20, 2018. Since the end of his second mission, he holds the record for most time in space of any active ESA astronaut, succeeding Italian astronaut Paolo Nespoli, and German ESA astronaut Thomas Reiter, who formally held the record for the longest time in space for any active or retired ESA astronaut.",,Gerst,FOUND
"Wiseman, Gregory",,,,,"Gregory Reid Wiseman is an American astronaut, engineer, and naval aviator. Wiseman was selected in June 2009 as a member of the NASA Astronaut Group 20 and qualified as an astronaut in 2011. Wiseman took part in his first spaceflight as part of the crew of Expedition 40/41, which launched to the International Space Station on May 28, 2014, and returned on November 10, 2014. Before joining NASA, Wiseman was a Naval Aviator and test pilot. Wiseman has been the Deputy Chief of the Astronaut Office since June, 2017, working under Chief Astronaut Patrick Forrester.",,Wiseman,FOUND
"Artemyev, Oleg",,,,,"Oleg Germanovich Artemyev is a Russian Cosmonaut for the Russian Federal Space Agency. He was selected as part of the RKKE-15 Cosmonaut group in 2003. He was a flight engineer of Expedition 39 and 40 to the International Space Station, and in 2018 he returned to space as the Commander of Soyuz MS-08.",,Artemyev,FOUND
"Hopkins, Michael",,,,,"Michael Scott Hopkins is a Colonel in the U.S. Air Force, and a current NASA astronaut. Hopkins was selected in June 2009 as a member of the NASA Astronaut Group 20. He made his first spaceflight as a Flight Engineer on Soyuz TMA-10M/Expedition 37/Expedition 38, from September 2013 until March 2014. He was the first member of his astronaut class to fly in space. As well as being the first member of his class to fly in space, he is set to become the first member of his class to return to space in 2020 as Commander of the first operational SpaceX Crew Dragon mission to the International Space Station.",,Hopkins,FOUND
"Ryazansky, Sergey",,,,,"Sergey Nikolayevich Ryazansky is a Russian cosmonaut. He was selected as commander of the IMBP-6 cosmonaut group in 2003, but later transferred to the TsPK Cosmonaut Group. Ryazansky made his first spaceflight aboard the Soyuz TMA-10M/Expedition 37/Expedition 38 mission from September 2013 until March 2014. In 2017, Ryazansky returned to space was the commander of Soyuz MS-05, and served as Flight Engineer for Expedition 52 / 53.",,Ryazansky,FOUND
"Yaping, Wang",,,,,"Colonel Wang Yaping is a Chinese military pilot and astronaut. Wang was the second female astronaut to be named by the CNSA, and the second Chinese woman in space.",,Yaping,FOUND
"Xiaoguang, Zhang",,,,,Zhang Xiaoguang is a Chinese pilot selected as part of the Shenzhou program.,,Xiaoguang,FOUND
"Parmitano, Luca",,,,,Colonel Luca Parmitano is an Italian engineer and astronaut in the European Astronaut Corps for the European Space Agency. He was selected as an ESA astronaut in May 2009.,,Parmitano,FOUND
"Misurkin, Alexander",,,,,"Alexander Alexanderovich Misurkin, a major in the Russian Air Force, is a Russian cosmonaut, selected in 2006. He flew aboard Soyuz TMA-08M on 28 March 2013 as his first space mission, and launched on Soyuz MS-06 as his second flight, in 2017. He was Commander of the International Space Station for Expedition 54.",,Misurkin,FOUND
"Tarelkin, Evgeny",,,,,Evgeny Igorevich Tarelkin is a Russian cosmonaut. He was selected as part of the TsPK-13 group in 2003.,,Tarelkin,FOUND
"Novitskiy, Oleg",,,,,"Oleg Viktorovich Novitskiy, lieutenant colonel in the Russian Air Force, is a Russian cosmonaut.",,Novitskiy,FOUND
"Yang, Liu",,,,,"Liu Yang is a Chinese pilot and astronaut who served as a crew member on the space mission Shenzhou 9. On June 16, 2012, Liu became the first Chinese woman in space.",,Yang,FOUND
"Wang, Liu",,,,,Liu Wang is a Chinese pilot selected as part of the Shenzhou program. He was born in the Shanxi province of China and was a fighter pilot in the People's Liberation Army Air Force. He was selected to be an astronaut in 1998.,,Wang,FOUND
"Revin, Sergei",,,,,"Sergei Nikolayevich Revin is a Russian cosmonaut that was selected in 1996, and completed spaceflight training in 1998. He served as a crew member aboard the International Space Station, having launched on his first spaceflight on 15 May 2012 and returned on 17 September 2012.",,Revin,FOUND
"Ivanishin, Anatoli",,,,,"Anatoli Alekseyevich Ivanishin is a Russian astronaut. His first visit to space was to the International Space Station on board the Soyuz TMA-22 spacecraft as an Expedition 29 / Expedition 30 crew member, launching in November 2011 and returning in April 2012. Ivanishin was the Commander of the International Space Station for Expedition 49.",,Ivanishin,FOUND
"Shkaplerov, Anton",,,,,Anton Nikolaevich Shkaplerov is a Russian cosmonaut. He is a veteran of three spaceflights and is a former Commander of the International Space Station.,,Shkaplerov,FOUND
"Furukawa, Satoshi",,,,,"Satoshi Furukawa is a Japanese surgeon and JAXA astronaut. Furukawa was assigned to the International Space Station as a flight engineer on long-duration missions Expedition 28/29, lifting off 7 June 2011 and returning 22 November 2011.",,Furukawa,FOUND
"Borisenko, Andrei",,,,,"Andrei Ivanovich Borisenko is a Russian cosmonaut. He was selected as a cosmonaut in May 2003, and is a veteran of two long duration missions to the International Space Station.",,Borisenko,FOUND
"Samokutyayev, Aleksandr",,,,,Aleksandr Mikhailovich Samokutyayev is a former Russian cosmonaut. Samokutyayev served as a Flight Engineer for the International Space Station long duration Expedition 27/28 missions. He also served as the Soyuz TMA-21 commander. He most recently served on the Soyuz TMA-14M Expedition 41/42 crew aboard the ISS. He was hired as a cosmonaut in the summer of 2003.,,Samokutyayev,FOUND
"Kondratyev, Dmitri",,,,,"Dmitri Yur'yevich Kondrat'yev Russian: Дмитрий Юрьевич Кондратьев is a retired Russian cosmonaut. He served as a crewmember on the International Space Station long duration mission Expedition 27 as Commander, having also served as a Flight Engineer on Expedition 26 during the same stay in space. Kondratyev traveled to space for the first time aboard the Soyuz TMA-20 spacecraft in December 2010.",,Kondratyev,FOUND
"Skripochka, Oleg",,,,,"Oleg Ivanovich Skripochka is a Russian engineer and cosmonaut. In 2011 he was in space serving as an Expedition 25/26 crewmember. On 12 April 2011, Skripochka was awarded the titles of Hero of the Russian Federation and Pilot-Cosmonaut of the Russian Federation for courage and heroism in the implementation of long-duration space flight on the International Space Station.",,Skripochka,FOUND
"Walker, Shannon",,,,,"Shannon Walker is an American physicist and NASA astronaut selected in 2004. She launched on her first mission on June 25th, 2010 onboard Soyuz TMA-19 and has currently logged 163 days in space over one long-duration mission to the International Space Station. She is scheduled to return to the ISS for a second long-duration flight in late 2020 onboard USCV-1, the first operational flight of SpaceX's Crew Dragon spacecraft.",,Walker,FOUND
"Yamazaki, Naoko",,,,,"Naoko Yamazaki is a former Japanese astronaut at JAXA, and the second Japanese woman to fly in space. The first was Chiaki Mukai.",,Yamazaki,FOUND
"Metcalf-Lindenburger, Dorothy",,,,,"Dorothy Marie ""Dottie"" Metcalf-Lindenburger is a former American astronaut. In 2000, she married Jason Metcalf-Lindenburger, a fellow Whitman College graduate and educator, from Pendleton, Oregon, and they now have one daughter together. She was a science teacher at Hudson's Bay High School in Vancouver, Washington when she was selected in 2004 as an Educator Mission Specialist. Her parents are  Joyce and Keith Metcalf, who reside in Fort Collins, Colorado. She was the first Space Camp alumna to become an astronaut.",,Metcalf-Lindenburger,FOUND
"Dutton, James",,,,,"James Patrick ""Mash"" Dutton, Jr. is a NASA astronaut pilot of the Class of 2004, and a former test pilot in the US Air Force with the rank of colonel.",,Dutton,FOUND
"Korniyenko, Mikhail",,,,,"Mikhail Borisovich Kornienko is a Russian cosmonaut. Kornienko served as a flight engineer on the International Space Station during Expedition 23/24 and was selected along with Scott Kelly for a year-long mission aboard the ISS. Kornienko began the year long mission in March 2015, blasting off on Soyuz TMA-16M",,Korniyenko,FOUND
"Skvortsov, Aleksandr",,,,,"Aleksandr Aleksandrovich Skvortsov is a Russian cosmonaut. He is a veteran of three spaceflights, which were long-duration missions aboard the International Space Station. His first spaceflight took place from April to September 2010, and was launched with the spacecraft Soyuz TMA-18. He arrived at the station part way through Expedition 23, of which Oleg Kotov was the Commander. When Expedition 24 began in June, Skvortsov became Commander.",,Skvortsov,FOUND
"Virts, Terry",,,,,"Terry W. Virts is a former NASA astronaut, International Space Station commander and colonel in the United States Air Force.",,Virts,FOUND
"Creamer, Timothy",,,,,"Timothy ""TJ"" Creamer is a NASA flight director, retired astronaut and a colonel in the United States Army. Creamer was born in Fort Huachuca, Arizona, but considers Upper Marlboro, Maryland, to be his hometown. He is married to the former Margaret E. Hammer. They have two children.",,Creamer,FOUND
"Satcher, Robert",,,,,"Robert Lee ""Bobby"" Satcher Jr. is an American physician, chemical engineer, and NASA astronaut.  He became the first orthopedic surgeon in space during STS-129. He participated in 2 spacewalks during STS-129, accumulating 12hrs 19min of EVA time. Satcher holds two doctorates and has received numerous awards and honors as a surgeon and engineer.",,Satcher,FOUND
"Bresnik, Randolph",,,,,"Randolph James ""Komrade"" Bresnik is a retired officer in the United States Marine Corps and an active NASA astronaut. A Marine Aviator by trade, Bresnik was selected as a member of NASA Astronaut Group 19 in May 2004. First launched to space on STS-129. Served as Flight Engineer for Expedition 52, and as ISS Commander for Expedition 53.",,Bresnik,FOUND
"Wilmore, Barry",,,,,"Barry Eugene ""Butch"" Wilmore is a NASA astronaut and United States Navy test pilot. He has had two spaceflights, the first of which was an 11-day Space Shuttle mission in November 2009, to the International Space Station. Wilmore was designated as pilot with five other crew members on Space Shuttle Atlantis for the mission STS-129. He most recently served as part of Expedition 41 to the International Space Station.",,Wilmore,FOUND
"Laliberté, Guy",,,,,"Guy Laliberté is a Canadian billionaire businessman, astronaut, and poker player. Along with Gilles Ste-Croix, he is the co-founder of Cirque du Soleil. In January 2018, Laliberté was ranked by Forbes as the 11th wealthiest Canadian. In that past he has worked as a busker, accordion player, stiltwalker, and fire-eater. In 2006, Laliberté was named the Ernst & Young Canadian Entrepreneur of the Year. In 2007, he was named Ernst & Young World Entrepreneur Of The Year. In September 2009, he became the first Canadian space tourist. His spaceflight was dedicated to raising awareness on water issues facing humankind, making his spaceflight the first, in his words, ""poetic social mission"" in space. The event was accompanied by a 120-minute webcast program featuring various artistic performances in 14 cities on five continents, including the International Space Station.",,Laliberté,FOUND
"Surayev, Maksim",,,,,"Maksim Viktorovich Surayev is a retired Russian cosmonaut and politician currently serving in the State Duma, a position he assumed in 2016.",,Surayev,FOUND
"Stott, Nicole",,,,,"Nicole Marie Passonno Stott is an American engineer and a retired NASA astronaut. She served as a Flight Engineer on ISS Expedition 20 and Expedition 21 and was a Mission Specialist on STS-128 and STS-133. After 27 years of working at NASA, the space agency announced her retirement effective June 1, 2015. She is married to Christopher Stott, a Manx-born American space entrepreneur.",,Stott,FOUND
"Hernández, José",,,,,José Moreno Hernández is a former NASA astronaut and American engineer .,,Hernández,FOUND
"Ford, Kevin",,,,,"Kevin Anthony Ford is a retired United States Air Force Colonel and a NASA astronaut. Ford has received a number of special honors and awards, some of which are the Air Force Meritorious Service Medal, Air Force Commendation Medal, Aerial Achievement Medal and the Armed Forces Expeditionary Medal. Ford has also logged more than 5,000 flying hours and also holds FAA commercial certificates for airplanes, helicopters and gliders. Ford has served in many roles at NASA since his selection in July 2000. The roles include as a Capsule Communicator or CAPCOM. He was also the Director Of Operations at the Gagarin Cosmonaut Training Center in Star City, Russia from January 2004 to January 2005. He was pilot of STS-128 and Flight Engineer 2 of Soyuz TMA-06M from October 23, 2012 to March 16, 2013.",,Ford,FOUND
"Kopra, Timothy",,,,,"Timothy Lennart ""Tim"" Kopra is an engineer, a Colonel in the United States Army and a retired NASA astronaut. He served aboard the International Space Station as a flight engineer for Expedition 20, returning to Earth aboard Space Shuttle Discovery on the STS-128 mission on September 11, 2009. He returned to the ISS for the second time in December 2015, as part of Expedition 46 and as the Commander of 47.",,Kopra,FOUND
"Marshburn, Thomas",,,,,"Thomas Henry ""Tom"" Marshburn is an American physician and a NASA astronaut. He served as a Mission Specialist on STS-127. Marshburn was a member of the Soyuz TMA-07M crew which launched to ISS in December 2012 to join Expedition 34.",,Marshburn,FOUND
"Cassidy, Christopher",,,,,"Christopher John ""Chris"" Cassidy is a NASA astronaut and United States Navy SEAL. Chris Cassidy achieved the rank of captain in the U.S. Navy. He was the Chief of the Astronaut Office at NASA from July 2015 until June 2017.",,Cassidy,FOUND
"Hurley, Doug",,,,,"Douglas Gerald Hurley is an American engineer and NASA astronaut. He piloted Space Shuttle mission STS-127, which launched July 15, 2009. He was assigned and flew as pilot for STS-135, the final flight of the Space Shuttle program, in July 2011. He was also the first Marine to fly the F/A-18 E/F Super Hornet. His call sign is ""Chunky"" and was sometimes referred to by this name on the communication loops.",,Hurley,FOUND
"Romanenko, Roman",,,,,Roman Yurievich Romanenko is a retired cosmonaut at the Yuri Gagarin Cosmonaut Training Center.,,Romanenko,FOUND
"Feustel, Andrew",,,,,"Andrew Jay ""Drew"" Feustel is an American/Canadian NASA astronaut and Geophysicist. Following several years working as a geophysicist, Feustel was selected as an astronaut candidate by NASA in July 2000. His first spaceflight in May 2009, STS-125, lasted just under 13 days. This was a mission with six other astronauts to repair the Hubble Space Telescope, aboard Space Shuttle Atlantis. Feustel performed three spacewalks during the mission. His second spaceflight was STS-134, which launched on May 16, 2011 and landed on June 1, 2011. STS-134 was the penultimate Space Shuttle flight. Feustel returned to space on March 21, 2018 on Soyuz MS-08 with Expedition 55/56. For expedition 56, he commanded the International Space Station, before handing over to Alexander Gerst on October 3, 2018.",,Feustel,FOUND
"McArthur, K.",,,,,"Katherine Megan McArthur is an American oceanographer and a National Aeronautics and Space Administration astronaut. She has served as a Capsule Communicator for both the space shuttle and space station. Megan McArthur has flown one space shuttle mission, STS-125. She is known as the last person to be hands on with the Hubble Space Telescope. McArthur has served in a number of positions including working in the Shuttle Avionics Laboratory. She is married to fellow astronaut Robert L. Behnken.",,McArthur,FOUND
"Good, Michael",,,,,"Michael Timothy ""Bueno"" Good is a retired NASA astronaut and retired commissioned officer in the United States Air Force, holding the rank of Colonel. Mike Good flew aboard Space Shuttle Atlantis for its STS-125 mission. STS-125 was the final Hubble Space Telescope servicing mission. Good flew as Mission Specialist 2 on STS-132.",,Good,FOUND
"Johnson, Gregory",,,,,"Gregory Carl ""Ray J"" Johnson, is a former American naval officer and aviator, test pilot, aerospace engineer, and NASA astronaut. He spent his military career in both, the United States Navy and the Navy Reserve. Johnson  was the Pilot on Space Shuttle mission STS-125, the final Hubble Space Telescope servicing mission.",,Johnson,FOUND
"Barratt, Michael",,,,,"Michael Reed Barratt is an American physician and a NASA astronaut. Specializing in aerospace medicine, he served as a flight surgeon for NASA before his selection as an astronaut, and has played a role in developing NASA's space medicine programs for both the Shuttle-Mir Program and International Space Station. His first spaceflight was a long-duration mission to the International Space Station, as a Flight Engineer in the Expedition 19 and 20 crew. In March 2011, Barratt completed his second spaceflight as a crew member of STS-133.",,Barratt,FOUND
"Arnold, Richard",,,,,"Richard Robert ""Ricky"" Arnold II is an American educator and a NASA astronaut. He flew on Space Shuttle mission STS-119, which launched March 15, 2009 and delivered the final set of solar arrays to the International Space Station. He launched again in 2018 to the ISS, onboard Soyuz MS-08.",,Arnold,FOUND
